T20I Match No,Match ID,Match Name,Series ID,Series Name,Match Date,Match Format,Team1 ID,Team1 Name,Team1 Captain,Team1 Runs Scored,Team1 Wickets Fell,Team1 Extras Rec,Team2 ID,Team2 Name,Team2 Captain,Team2 Runs Scored,Team2 Wickets Fell,Team2 Extras Rec,Match Venue (Stadium),Match Venue (City),Match Venue (Country),Umpire 1,Umpire 2,Match Referee,Toss Winner,Toss Winner Choice,Match Winner,Match Result Text,MOM Player,Team1 Playing 11,Team2 Playing 11,Debut Players
1033,1213059,Pakistan Vs Bangladesh 2Nd T20I,1213046,Bangladesh in Pakistan  - 2020 (2019/20),25/01/20,T20,25,Bangladesh,Mahmudullah,136,6,8,7,Pakistan,Babar Azam,137,1,4,Gaddafi Stadium,Lahore,Pakistan,Ahsan Raza,Shozab Raza,RS Madugalle,Bangladesh,bat,Pakistan,Pakistan won by 9 wickets (with 20 balls remaining),Babar Azam,"['Tamim Iqbal', 'Mohammad Naim', 'Mahedi Hasan', 'Litton Das', 'Afif Hossain', 'Mahmudullah', 'Soumya Sarkar', 'Aminul Islam', 'Shafiul Islam', 'Mustafizur Rahman', 'Al-Amin Hossain']","['Babar Azam', 'Ahsan Ali', 'Mohammad Hafeez', 'Shoaib Malik', 'Iftikhar Ahmed', 'Imad Wasim', 'Mohammad Rizwan', 'Shadab Khan', 'Shaheen Shah Afridi', 'Haris Rauf', 'Mohammad Hasnain']",[]
1034,1187678,New Zealand Vs India 2Nd T20I,1187674,India in New Zealand  - 2020 (2019/20),26/01/20,T20,5,New Zealand,KS Williamson,132,5,5,6,India,V Kohli,135,3,7,Eden Park,Auckland,New Zealand,CM Brown,SB Haig,BC Broad,New Zealand,bat,India,India won by 7 wickets (with 15 balls remaining),KL Rahul,"['MJ Guptill', 'C Munro', 'KS Williamson', 'C de Grandhomme', 'LRPL Taylor', 'TL Seifert', 'MJ Santner', 'TG Southee', 'IS Sodhi', 'BM Tickner', 'HK Bennett']","['RG Sharma', 'KL Rahul', 'V Kohli', 'SS Iyer', 'S Dube', 'MK Pandey', 'RA Jadeja', 'SN Thakur', 'YS Chahal', 'Mohammed Shami', 'JJ Bumrah']",[]
1035,1187679,New Zealand Vs India 3Rd T20I,1187674,India in New Zealand  - 2020 (2019/20),29/01/20,T20,6,India,V Kohli,179,5,5,5,New Zealand,KS Williamson,179,6,8,Seddon Park,Hamilton,New Zealand,CM Brown,SB Haig,BC Broad,New Zealand,bowl,,Match tied (India won the one-over eliminator),RG Sharma,"['RG Sharma', 'KL Rahul', 'S Dube', 'V Kohli', 'SS Iyer', 'MK Pandey', 'RA Jadeja', 'SN Thakur', 'YS Chahal', 'Mohammed Shami', 'JJ Bumrah']","['MJ Guptill', 'C Munro', 'KS Williamson', 'MJ Santner', 'C de Grandhomme', 'LRPL Taylor', 'TL Seifert', 'TG Southee', 'IS Sodhi', 'HK Bennett', 'SC Kuggeleijn']",[]
1036,1187680,New Zealand Vs India 4Th T20I,1187674,India in New Zealand  - 2020 (2019/20),31/01/20,T20,6,India,V Kohli,165,8,12,5,New Zealand,TG Southee,165,7,10,Westpac Stadium,Wellington,New Zealand,CM Brown,SB Haig,BC Broad,New Zealand,bowl,,Match tied (India won the one-over eliminator),SN Thakur,"['KL Rahul', 'SV Samson', 'V Kohli', 'SS Iyer', 'S Dube', 'MK Pandey', 'Washington Sundar', 'SN Thakur', 'YS Chahal', 'NA Saini', 'JJ Bumrah']","['MJ Guptill', 'C Munro', 'TL Seifert', 'TC Bruce', 'LRPL Taylor', 'DJ Mitchell', 'MJ Santner', 'SC Kuggeleijn', 'TG Southee', 'IS Sodhi', 'HK Bennett']",[]
1037,1187681,New Zealand Vs India 5Th T20I,1187674,India in New Zealand  - 2020 (2019/20),02/02/20,T20,6,India,RG Sharma,163,3,7,5,New Zealand,TG Southee,156,9,5,Bay Oval,Mount Maunganui,New Zealand,CM Brown,SB Haig,BC Broad,India,bat,India,India won by 7 runs,JJ Bumrah,"['KL Rahul', 'SV Samson', 'RG Sharma', 'SS Iyer', 'S Dube', 'MK Pandey', 'Washington Sundar', 'SN Thakur', 'YS Chahal', 'JJ Bumrah', 'NA Saini']","['MJ Guptill', 'C Munro', 'TL Seifert', 'TC Bruce', 'LRPL Taylor', 'DJ Mitchell', 'MJ Santner', 'SC Kuggeleijn', 'TG Southee', 'IS Sodhi', 'HK Bennett']",[]
1038,1215133,Qatar Vs Uganda 1St T20I,1215129,Uganda in Qatar  - 2020 (2019/20),12/02/20,T20,187,Qatar,Iqbal Hussain,201,2,14,34,Uganda,A Otwani,161,6,17,West End Park International Cricket Stadium,Doha,Qatar,Mohammad Nasim,Muhammad Usman,,Qatar,bat,Qatar,Qatar won by 40 runs,Muhammad Tanveer,"['Zaheer Ibrahim', 'Kamran Khan', 'Muhammad Tanveer', 'I Liyanage', 'Imran Ashraf', 'Mohammed Rizlan', 'Awais Malik', 'Khurram Shahzad', 'Mohammed Nadeem', 'Iqbal Hussain', 'GBW Munaweera']","['RG Mukasa', 'Z Arinaitwe', 'A Otwani', 'K Waiswa', 'D Muhumuza', 'F Akankwasa', 'F Achelam', 'T Bukenya', 'C Waiswa', 'H Ssenyondo', 'F Nsubuga']","['F Akankwasa', 'F Akankwasa', 'I Liyanage', 'K Waiswa', 'Khurram Shahzad', 'Khurram Shahzad', 'T Bukenya', 'T Bukenya']"
1039,1185313,South Africa Vs England 1St T20I,1185290,England in SA  - 2019 (2019/20),12/02/20,T20,3,South Africa,Q de Kock,177,8,12,1,England,EJG Morgan,176,9,1,Buffalo Park,East London,South Africa,AT Holdstock,BP Jele,DC Boon,England,bowl,South Africa,South Africa won by 1 run,L Ngidi,"['T Bavuma', 'Q de Kock', 'HE van der Dussen', 'DA Miller', 'JT Smuts', 'AL Phehlukwayo', 'D Pretorius', 'BE Hendricks', 'DW Steyn', 'T Shamsi', 'L Ngidi']","['JJ Roy', 'JC Buttler', 'JM Bairstow', 'EJG Morgan', 'JL Denly', 'BA Stokes', 'MM Ali', 'TK Curran', 'CJ Jordan', 'AU Rashid', 'MA Wood']",[]
1040,1215134,Qatar Vs Uganda 2Nd T20I,1215129,Uganda in Qatar  - 2020 (2019/20),13/02/20,T20,187,Qatar,Iqbal Hussain,154,4,6,34,Uganda,A Otwani,126,7,2,West End Park International Cricket Stadium,Doha,Qatar,Prassanna Haran,Riyaz Kurupkar,,Uganda,bowl,Qatar,Qatar won by 28 runs,Kamran Khan,"['Kamran Khan', 'Zaheer Ibrahim', 'Muhammad Tanveer', 'I Liyanage', 'Khurram Shahzad', 'Mohammed Rizlan', 'Iqbal Hussain', 'GBW Munaweera', 'Mohammed Nadeem', 'Awais Malik', 'Musawar Shah']","['Z Arinaitwe', 'RG Mukasa', 'A Otwani', 'K Waiswa', 'D Muhumuza', 'F Akankwasa', 'F Achelam', 'F Nsubuga', 'T Bukenya', 'H Ssenyondo', 'C Waiswa']",[]
1041,1185314,South Africa Vs England 2Nd T20I,1185290,England in SA  - 2019 (2019/20),14/02/20,T20,1,England,EJG Morgan,204,7,6,3,South Africa,Q de Kock,202,7,4,Kingsmead,Durban,South Africa,A Paleker,BP Jele,DC Boon,South Africa,bowl,England,England won by 2 runs,MM Ali,"['JJ Roy', 'JC Buttler', 'JM Bairstow', 'EJG Morgan', 'BA Stokes', 'JL Denly', 'MM Ali', 'CJ Jordan', 'TK Curran', 'AU Rashid', 'MA Wood']","['T Bavuma', 'Q de Kock', 'DA Miller', 'HE van der Dussen', 'JT Smuts', 'AL Phehlukwayo', 'D Pretorius', 'BC Fortuin', 'BE Hendricks', 'T Shamsi', 'L Ngidi']",[]
1042,1215135,Qatar Vs Uganda 3Rd T20I,1215129,Uganda in Qatar  - 2020 (2019/20),15/02/20,T20,34,Uganda,A Otwani,134,6,9,187,Qatar,Iqbal Hussain,116,10,8,West End Park International Cricket Stadium,Doha,Qatar,Mohammad Nasim,Riyaz Kurupkar,,Uganda,bat,Uganda,Uganda won by 18 runs,D Muhumuza,"['Z Arinaitwe', 'F Achelam', 'A Otwani', 'B Masaba', 'K Waiswa', 'D Muhumuza', 'F Akankwasa', 'T Bukenya', 'C Waiswa', 'F Nsubuga', 'H Ssenyondo']","['Zaheer Ibrahim', 'Kamran Khan', 'I Liyanage', 'Muhammad Tanveer', 'Mohammed Rizlan', 'Khurram Shahzad', 'Iqbal Hussain', 'Awais Malik', 'GBW Munaweera', 'Mohammed Nadeem', 'Musawar Shah']",[]
1043,1185315,South Africa Vs England 3Rd T20I,1185290,England in SA  - 2019 (2019/20),16/02/20,T20,3,South Africa,Q de Kock,222,6,14,1,England,EJG Morgan,226,5,3,SuperSport Park,Centurion,South Africa,AT Holdstock,A Paleker,DC Boon,South Africa,bat,England,England won by 5 wickets (with 5 balls remaining),EJG Morgan,"['T Bavuma', 'Q de Kock', 'HE van der Dussen', 'H Klaasen', 'DA Miller', 'D Pretorius', 'AL Phehlukwayo', 'BC Fortuin', 'DW Steyn', 'T Shamsi', 'L Ngidi']","['JJ Roy', 'JC Buttler', 'JM Bairstow', 'DJ Malan', 'EJG Morgan', 'BA Stokes', 'MM Ali', 'CJ Jordan', 'TK Curran', 'AU Rashid', 'MA Wood']",[]
1044,1215136,Malaysia Vs Hong Kong 1St T20I,1215132,Hong Kong in Malaysia  - 2020 (2019/20),20/02/20,T20,16,Malaysia,Ahmed Faiz,123,3,8,19,Hong Kong,Aizaz Khan,61,8,4,Kinrara Academy Oval,Kuala Lumpur,Malaysia,D Sevakumaran,V Kalidas,,Malaysia,bat,Malaysia,Malaysia won by 21 runs (DLS method),Khizar Hayat,"['Virandeep Singh', 'BV Save', 'Ahmed Faiz', 'Syed Aziz', 'Aminuddin Ramly', 'Syazrul Idrus', 'Pavandeep Singh', 'Fitri Sham', 'S Muniandy', 'Mohamed Arief', 'Khizar Hayat']","['Shahid Wasif', 'Nizakat Khan', 'KD Shah', 'SS McKechnie', 'Haroon Arshad', 'Aizaz Khan', 'Waqas Khan', 'Hamed Khan', 'Ehsan Khan', 'Aftab Hussain', 'Mohsin Khan']","['Aftab Hussain', 'Aftab Hussain', 'BV Save', 'BV Save', 'Hamed Khan', 'Hamed Khan', 'Khizar Hayat', 'Khizar Hayat', 'Mohsin Khan', 'Mohsin Khan']"
1045,1215137,Malaysia Vs Hong Kong 2Nd T20I,1215132,Hong Kong in Malaysia  - 2020 (2019/20),21/02/20,T20,16,Malaysia,Ahmed Faiz,138,6,9,19,Hong Kong,Aizaz Khan,103,8,5,Kinrara Academy Oval,Kuala Lumpur,Malaysia,M Mathan Kumar,V Kalidas,,Malaysia,bat,Malaysia,Malaysia won by 35 runs,Virandeep Singh,"['BV Save', 'Virandeep Singh', 'Ahmed Faiz', 'Syed Aziz', 'Mohamed Arief', 'Aminuddin Ramly', 'S Muniandy', 'Khizar Hayat', 'Pavandeep Singh', 'Syazrul Idrus', 'Fitri Sham']","['Nizakat Khan', 'Shahid Wasif', 'KD Shah', 'SS McKechnie', 'Hamed Khan', 'Haroon Arshad', 'Waqas Barkat', 'Aizaz Khan', 'Nasrulla Rana', 'Ehsan Khan', 'Aftab Hussain']",[]
1046,1185316,South Africa Vs Australia 1St T20I,1185294,Australia in SA  - 2020 (2019/20),21/02/20,T20,2,Australia,AJ Finch,196,6,14,3,South Africa,Q de Kock,89,10,7,New Wanderers Stadium,Johannesburg,South Africa,AT Holdstock,A Paleker,AJ Pycroft,South Africa,bowl,Australia,Australia won by 107 runs,AC Agar,"['DA Warner', 'AJ Finch', 'SPD Smith', 'MS Wade', 'MR Marsh', 'AT Carey', 'AC Agar', 'MA Starc', 'PJ Cummins', 'A Zampa', 'KW Richardson']","['Q de Kock', 'HE van der Dussen', 'F du Plessis', 'JT Smuts', 'DA Miller', 'PJ van Biljon', 'AL Phehlukwayo', 'DW Steyn', 'K Rabada', 'L Ngidi', 'T Shamsi']",['PJ van Biljon']
1047,1215152,Iran Vs United Arab Emirates 1St Match Group B,1215141,ACC Western Region T20 in Oman - 2020 (2019/20),23/02/20,T20,148,Iran,DK Dahani,61,8,10,27,U.A.E.,Ahmed Raza,62,0,6,Al Amerat Cricket Ground Oman Cricket (Ministry Turf 2),Al Amarat,Oman,Imran Mustafa,Riyaz Kurupkar,,U.A.E.,bowl,U.A.E.,U.A.E. won by 10 wickets (with 87 balls remaining),Rohan Mustafa,"['Masood Jayezeh', 'Emran Shahbakhsh', 'Arshad Mazarzei', 'Naiem Bameri', 'Yousef Shadzehisarjou', 'Navid Balouch', 'DK Dahani', 'Nader Zahadiafzal', 'Ali Mohammadipour', 'Navid Abdollahpour', 'Hamid Hashemi']","['Chirag Suri', 'Rohan Mustafa', 'Junaid Siddique', 'Sultan Ahmed', 'Ahmed Raza', 'A Sharafu', 'V Aravind', 'Zahoor Khan', 'Waheed Ahmed', 'Basil Hameed', 'Muhammad Usman']","['Ali Mohammadipour', 'Ali Mohammadipour', 'A Sharafu', 'A Sharafu', 'Arshad Mazarzei', 'Arshad Mazarzei', 'Basil Hameed', 'Basil Hameed', 'DK Dahani', 'DK Dahani', 'Emran Shahbakhsh', 'Emran Shahbakhsh', 'Hamid Hashemi', 'Hamid Hashemi', 'Masood Jayezeh', 'Masood Jayezeh', 'Nader Zahadiafzal', 'Nader Zahadiafzal', 'Naiem Bameri', 'Naiem Bameri', 'Navid Abdollahpour', 'Navid Abdollahpour', 'Navid Balouch', 'Navid Balouch', 'V Aravind', 'V Aravind', 'Yousef Shadzehisarjou', 'Yousef Shadzehisarjou']"
1048,1215151,Maldives Vs Qatar 2Nd Match Group A,1215141,ACC Western Region T20 in Oman - 2020 (2019/20),23/02/20,T20,187,Qatar,Iqbal Hussain,196,4,5,164,Maldives,Mohamed Azzam,90,9,2,Al Amerat Cricket Ground Oman Cricket (Ministry Turf 1),Al Amarat,Oman,AK Rajamani,Rahat Ali,,Qatar,bat,Qatar,Qatar won by 106 runs,Kamran Khan,"['Zaheer Ibrahim', 'Kamran Khan', 'Muhammad Tanveer', 'I Liyanage', 'Mohammed Rizlan', 'Tamoor Sajjad', 'Awais Malik', 'Mohammed Nadeem', 'Iqbal Hussain', 'GBW Munaweera', 'Khurram Shahzad']","['Umar Adam', 'MNR Cooray', 'Mohamed Rishwan', 'IGTR Kumara', 'Hassan Rasheed', 'L Shafeeg', 'Mohamed Azzam', 'Ibrahim Hassan', 'Ibrahim Rizan', 'Ameel Mauroof', 'Nazwan Ismail']","['IGTR Kumara', 'IGTR Kumara']"
1049,1215154,Kuwait Vs Saudi Arabia 3Rd Match Group B,1215141,ACC Western Region T20 in Oman - 2020 (2019/20),23/02/20,T20,154,Saudi Arabia,Shoaib Ali,113,10,19,38,Kuwait,MNM Aslam,114,1,2,Al Amerat Cricket Ground Oman Cricket (Ministry Turf 2),Al Amarat,Oman,AS Pathan,Mohammed Younis,,Kuwait,bowl,Kuwait,Kuwait won by 9 wickets (with 56 balls remaining),R Sandaruwan,"['Sajid Cheema', 'Abdul Waheed', 'Faisal Khan', 'Shamsudheen Purat', 'Muhammad Naeem', 'Shoaib Ali', 'Abdul Wahid', 'Sarfraz Butt', 'Usman Ali', 'Adil Butt', 'Imran Yousaf']","['R Sandaruwan', 'D Sheeli', 'MNM Aslam', 'UKPW Kumaranayaka', 'Usman Patel', 'Muhammad Kashif', 'Aphsal Ashraf', 'Muhammad Ansar', 'Mohammad Amin', 'Shiraz Khan', 'Sayed Monib']","['Abdul Waheed', 'Abdul Waheed', 'Adil Butt', 'Adil Butt', 'Aphsal Ashraf', 'Aphsal Ashraf', 'Imran Yousaf', 'Imran Yousaf', 'Muhammad Ansar', 'Muhammad Ansar', 'Sarfraz Butt', 'Sarfraz Butt', 'Sayed Monib', 'Sayed Monib', 'Usman Patel', 'Usman Patel']"
1050,1215153,Oman Vs Bahrain 4Th Match Group A,1215141,ACC Western Region T20 in Oman - 2020 (2019/20),23/02/20,T20,108,Bahrain,Anasim Khan,83,10,4,37,Oman,Khawar Ali,84,2,6,Al Amerat Cricket Ground Oman Cricket (Ministry Turf 1),Al Amarat,Oman,Imran Mustafa,Rahat Ali,,Bahrain,bat,Oman,Oman won by 8 wickets (with 40 balls remaining),Khawar Ali,"['Imran Ali Butt', 'Sarfaraz Ali', 'Shahbaz Badar', 'Junaid Aziz', 'Imran Butt', 'Fiaz Ahmed', 'Ammad Uddin', 'Anasim Khan', 'Imran Anwar', 'S Veerapathiran', 'Abdul Majid Malik']","['Khawar Ali', 'Jatinder Singh', 'ME Sanuth', 'Wasim Ali', 'Bilal Khan', 'Suraj Kumar', 'Sandeep Goud', 'Kaleemullah', 'Aamir Kaleem', 'Naseem Khushi', 'Mohammad Nadeem']","['Abdul Majid Malik', 'Abdul Majid Malik', 'Imran Butt', 'Imran Butt', 'Junaid Aziz', 'Junaid Aziz', 'ME Sanuth', 'S Veerapathiran', 'S Veerapathiran']"
1051,1215138,Malaysia Vs Hong Kong 3Rd T20I,1215132,Hong Kong in Malaysia  - 2020 (2019/20),23/02/20,T20,16,Malaysia,Ahmed Faiz,152,9,10,19,Hong Kong,Aizaz Khan,144,7,8,Kinrara Academy Oval,Kuala Lumpur,Malaysia,N Sivan,Rudy Ismandy,,Malaysia,bat,Malaysia,Malaysia won by 8 runs,Ahmed Faiz,"['Virandeep Singh', 'Mohamed Arief', 'Ahmed Faiz', 'Syed Aziz', 'Aminuddin Ramly', 'S Muniandy', 'Nazril Rahman', 'Khizar Hayat', 'Fitri Sham', 'Syazrul Idrus', 'Pavandeep Singh']","['Shahid Wasif', 'Nizakat Khan', 'KD Shah', 'Waqas Khan', 'Waqas Barkat', 'SS McKechnie', 'Aizaz Khan', 'Ehsan Khan', 'Aftab Hussain', 'Haroon Arshad', 'Nasrulla Rana']",[]
1052,1185317,South Africa Vs Australia 2Nd T20I,1185294,Australia in SA  - 2020 (2019/20),23/02/20,T20,3,South Africa,Q de Kock,158,4,4,2,Australia,AJ Finch,146,6,12,St George's Park,Gqeberha,South Africa,A Paleker,BP Jele,AJ Pycroft,South Africa,bat,South Africa,South Africa won by 12 runs,Q de Kock,"['Q de Kock', 'RR Hendricks', 'F du Plessis', 'HE van der Dussen', 'DA Miller', 'PJ van Biljon', 'D Pretorius', 'A Nortje', 'K Rabada', 'L Ngidi', 'T Shamsi']","['DA Warner', 'AJ Finch', 'SPD Smith', 'AT Carey', 'MR Marsh', 'MS Wade', 'AC Agar', 'MA Starc', 'PJ Cummins', 'A Zampa', 'KW Richardson']",[]
1053,1215155,Iran Vs Saudi Arabia 5Th Match Group B,1215141,ACC Western Region T20 in Oman - 2020 (2019/20),24/02/20,T20,148,Iran,DK Dahani,72,9,16,154,Saudi Arabia,Shoaib Ali,73,1,4,Al Amerat Cricket Ground Oman Cricket (Ministry Turf 1),Al Amarat,Oman,AS Pathan,AK Rajamani,,Saudi Arabia,bowl,Saudi Arabia,Saudi Arabia won by 9 wickets (with 87 balls remaining),Abdul Waheed,"['Yousef Shadzehisarjou', 'Masood Jayezeh', 'Arshad Mazarzei', 'Ali Mohammadipour', 'Naiem Bameri', 'DK Dahani', 'Emran Shahbakhsh', 'Nader Zahadiafzal', 'Navid Balouch', 'Mehran Dorri', 'Adel Kolasangiani']","['Faisal Khan', 'Abdul Waheed', 'Ali Abbas', 'Khawar Zafar', 'Abdul Wahid', 'Adil Butt', 'Shamsudheen Purat', 'Usman Ali', 'Imran Yousaf', 'Shoaib Ali', 'Sarfraz Butt']","['Adel Kolasangiani', 'Adel Kolasangiani', 'Ali Abbas', 'Ali Abbas', 'Khawar Zafar', 'Khawar Zafar', 'Mehran Dorri', 'Mehran Dorri']"
1054,1215156,Oman Vs Qatar 6Th Match Group A,1215141,ACC Western Region T20 in Oman - 2020 (2019/20),24/02/20,T20,187,Qatar,Iqbal Hussain,175,5,25,37,Oman,Zeeshan Maqsood,141,10,4,Al Amerat Cricket Ground Oman Cricket (Ministry Turf 2),Al Amarat,Oman,Mohammed Younis,Rahat Ali,,Qatar,bat,Qatar,Qatar won by 34 runs,Kamran Khan,"['Zaheer Ibrahim', 'Kamran Khan', 'Muhammad Tanveer', 'Mohammed Rizlan', 'I Liyanage', 'Tamoor Sajjad', 'Khurram Shahzad', 'Awais Malik', 'Iqbal Hussain', 'Mohammed Nadeem', 'GBW Munaweera']","['Khawar Ali', 'Jatinder Singh', 'Aamir Kaleem', 'Zeeshan Maqsood', 'Suraj Kumar', 'Sandeep Goud', 'Khurram Nawaz', 'Naseem Khushi', 'Mohammad Nadeem', 'Kaleemullah', 'Bilal Khan']",[]
1055,1215139,Malaysia Vs Hong Kong 4Th T20I,1215132,Hong Kong in Malaysia  - 2020 (2019/20),24/02/20,T20,16,Malaysia,Ahmed Faiz,167,7,10,19,Hong Kong,Aizaz Khan,154,7,4,Kinrara Academy Oval,Kuala Lumpur,Malaysia,L Poobalan,V Kalidas,,Malaysia,bat,Malaysia,Malaysia won by 13 runs,Virandeep Singh,"['Virandeep Singh', 'Mohamed Arief', 'Khizar Hayat', 'Ahmed Faiz', 'Syed Aziz', 'Aminuddin Ramly', 'S Muniandy', 'Nazril Rahman', 'Pavandeep Singh', 'Anwar Rahman', 'D Mogan']","['Shahid Wasif', 'Nizakat Khan', 'Waqas Khan', 'SS McKechnie', 'Waqas Barkat', 'KD Shah', 'Aizaz Khan', 'Hamed Khan', 'Aftab Hussain', 'Hassan Khan Mohammad', 'Mohsin Khan']","['D Mogan', 'D Mogan', 'Hassan Khan Mohammad', 'Hassan Khan Mohammad']"
1056,1215158,Bahrain Vs Maldives 7Th Match Group A,1215141,ACC Western Region T20 in Oman - 2020 (2019/20),24/02/20,T20,108,Bahrain,Anasim Khan,186,9,12,164,Maldives,Mohamed Azzam,121,9,14,Al Amerat Cricket Ground Oman Cricket (Ministry Turf 2),Al Amarat,Oman,Imran Mustafa,Riyaz Kurupkar,,Bahrain,bat,Bahrain,Bahrain won by 65 runs,Sarfaraz Ali,"['Muhammad Younis', 'Sarfaraz Ali', 'Shahbaz Badar', 'Fiaz Ahmed', 'Imran Ali Butt', 'Ammad Uddin', 'Imran Butt', 'Anasim Khan', 'Imran Anwar', 'Junaid Aziz', 'Abdul Majid Malik']","['Umar Adam', 'MNR Cooray', 'Mohamed Rishwan', 'IGTR Kumara', 'Hassan Rasheed', 'Ibrahim Hassan', 'L Shafeeg', 'Mohamed Azzam', 'Ibrahim Rizan', 'CA Liyanage', 'Ameel Mauroof']","['Muhammad Younis', 'Muhammad Younis']"
1057,1215157,Kuwait Vs United Arab Emirates 8Th Match Group B,1215141,ACC Western Region T20 in Oman - 2020 (2019/20),24/02/20,T20,27,U.A.E.,Ahmed Raza,186,5,6,38,Kuwait,MNM Aslam,139,10,9,Al Amerat Cricket Ground Oman Cricket (Ministry Turf 1),Al Amarat,Oman,AK Rajamani,Mohammed Younis,,Kuwait,bowl,U.A.E.,U.A.E. won by 47 runs,Rohan Mustafa,"['Chirag Suri', 'Rohan Mustafa', 'Basil Hameed', 'Muhammad Usman', 'A Sharafu', 'Waheed Ahmed', 'Sultan Ahmed', 'Ahmed Raza', 'Junaid Siddique', 'V Aravind', 'Zahoor Khan']","['R Sandaruwan', 'D Sheeli', 'Mohammad Amin', 'MNM Aslam', 'Aphsal Ashraf', 'Usman Patel', 'Muhammad Kashif', 'Shiraz Khan', 'Sayed Monib', 'Muhammad Ansar', 'Naveed Fakhr']","['Naveed Fakhr', 'Naveed Fakhr']"
1058,1215159,Oman Vs Maldives 9Th Match Group A,1215141,ACC Western Region T20 in Oman - 2020 (2019/20),25/02/20,T20,164,Maldives,Mohamed Azzam,129,7,9,37,Oman,Zeeshan Maqsood,132,0,12,Al Amerat Cricket Ground Oman Cricket (Ministry Turf 1),Al Amarat,Oman,Mohammed Younis,Riyaz Kurupkar,,Oman,bowl,Oman,Oman won by 10 wickets (with 34 balls remaining),Khawar Ali,"['MNR Cooray', 'IGTR Kumara', 'Mohamed Rishwan', 'Hassan Rasheed', 'Umar Adam', 'Mohamed Azzam', 'Ibrahim Hassan', 'Ibrahim Rizan', 'Ahmed Raid', 'Ameel Mauroof', 'L Shafeeg']","['Khawar Ali', 'Jatinder Singh', 'Bilal Khan', 'Wasim Ali', 'Zeeshan Maqsood', 'Naseem Khushi', 'Sufyan Mehmood', 'Suraj Kumar', 'Mohammad Nadeem', 'Aamir Kaleem', 'Sandeep Goud']","['Ahmed Raid', 'Ahmed Raid']"
1059,1215160,Saudi Arabia Vs United Arab Emirates 10Th Match Group B,1215141,ACC Western Region T20 in Oman - 2020 (2019/20),25/02/20,T20,27,U.A.E.,Ahmed Raza,150,10,4,154,Saudi Arabia,Shoaib Ali,138,7,21,Al Amerat Cricket Ground Oman Cricket (Ministry Turf 2),Al Amarat,Oman,AS Pathan,Imran Mustafa,,U.A.E.,bat,U.A.E.,U.A.E. won by 12 runs,Chirag Suri,"['Chirag Suri', 'Ansh Tandon', 'A Sharafu', 'Muhammad Usman', 'Rohan Mustafa', 'V Aravind', 'Ahmed Raza', 'Waheed Ahmed', 'Sultan Ahmed', 'Junaid Siddique', 'Mohammad Ayaz']","['Faisal Khan', 'Abdul Waheed', 'Shamsudheen Purat', 'Sajid Cheema', 'Abdul Wahid', 'Muhammad Naeem', 'Khawar Zafar', 'Adil Butt', 'Usman Ali', 'Sarfraz Butt', 'Shoaib Ali']","['Ansh Tandon', 'Ansh Tandon', 'Mohammad Ayaz', 'Mohammad Ayaz']"
1060,1215161,Bahrain Vs Qatar 11Th Match Group A,1215141,ACC Western Region T20 in Oman - 2020 (2019/20),25/02/20,T20,187,Qatar,Iqbal Hussain,106,9,14,108,Bahrain,Anasim Khan,109,4,1,Al Amerat Cricket Ground Oman Cricket (Ministry Turf 1),Al Amarat,Oman,AS Pathan,AK Rajamani,,Qatar,bat,Bahrain,Bahrain won by 6 wickets (with 49 balls remaining),Sarfaraz Ali,"['Zaheer Ibrahim', 'Kamran Khan', 'Muhammad Tanveer', 'I Liyanage', 'Mohammed Rizlan', 'Tamoor Sajjad', 'Khurram Shahzad', 'Iqbal Hussain', 'Awais Malik', 'GBW Munaweera', 'Mohammed Nadeem']","['Sarfaraz Ali', 'Muhammad Younis', 'Mohammed Sameer', 'Imran Ali Butt', 'Ammad Uddin', 'Fiaz Ahmed', 'Imran Butt', 'Anasim Khan', 'Abdul Majid Malik', 'Imran Anwar', 'Junaid Aziz']","['Mohammed Sameer', 'Mohammed Sameer']"
1061,1215162,Iran Vs Kuwait 12Th Match Group B,1215141,ACC Western Region T20 in Oman - 2020 (2019/20),25/02/20,T20,148,Iran,DK Dahani,108,8,19,38,Kuwait,MNM Aslam,109,2,5,Al Amerat Cricket Ground Oman Cricket (Ministry Turf 2),Al Amarat,Oman,Rahat Ali,Riyaz Kurupkar,,Kuwait,bowl,Kuwait,Kuwait won by 8 wickets (with 43 balls remaining),MNM Aslam,"['Masood Jayezeh', 'DK Dahani', 'Yousef Shadzehisarjou', 'Ali Mohammadipour', 'Arshad Mazarzei', 'Naiem Bameri', 'Mehran Siasar', 'Nader Zahadiafzal', 'Navid Balouch', 'Emran Shahbakhsh', 'Navid Abdollahpour']","['R Sandaruwan', 'Usman Patel', 'Muhammad Kashif', 'Bilal Tahir', 'Shiraz Khan', 'UKPW Kumaranayaka', 'Mohammad Amin', 'MNM Aslam', 'Sayed Monib', 'Aphsal Ashraf', 'Ilyas Ahmed']","['Mehran Siasar', 'Mehran Siasar']"
